Tree_ID,Species,Barangay,Municipality,Latitude,Longitude,Age_Years,Height_m,Diameter_cm,Soil_Type,Survival_Status
T0850,Acacia,Salvacion,Bislig,8.74618,126.203057,15,27.5,34.7,Loam,Alive
T0851,Gmelina,Taglatawan,Bunawan,8.623505,125.196932,2,3.5,6.8,Loam,Dead
T0852,Yakal,Taglatawan,Loreto,8.402373,125.44701,15,27.9,31.6,Clay,Alive
T0853,Gmelina,San Roque,Rosario,8.22579,125.924933,5,9,11.3,Sandy,Alive
T0854,Narra,San Roque,Rosario,8.442829,126.270904,13,23,27.9,Loam,Alive
T0855,Yakal,Libertad,San Francisco,8.425506,125.848124,5,6.7,9.2,Clay,Alive
T0856,Yakal,Salvacion,Bislig,8.505365,125.604547,4,8.9,8,Clay,Alive
T0857,Molave,Patin-ay,Loreto,8.935394,126.127135,10,20,21.9,Sandy,Alive
T0858,Acacia,Taglatawan,Talacogon,8.428644,125.942753,7,14.1,16.9,Loam,Dead
T0859,Yakal,Patin-ay,Talacogon,8.204802,126.196997,6,9.5,10,Sandy,Alive
T0860,Yakal,Sta. Cruz,Prosperidad,8.203488,126.431831,15,29,34.8,Clay,Dead
T0861,Yakal,Salvacion,Prosperidad,8.377202,126.20276,3,6.9,7.4,Sandy,Dead
T0862,Acacia,Sta. Cruz,Bunawan,8.542573,125.98038,2,2.7,7.2,Sandy,Dead
T0863,Mahogany,Salvacion,Loreto,8.444574,126.113555,10,16.7,19.2,Sandy,Dead
T0864,Bagras,Libertad,Bislig,8.118238,126.430918,8,15.8,18,Clay,Alive
T0865,Bagras,Patin-ay,Loreto,8.597808,125.997109,6,10.5,12.4,Loam,Alive
T0866,Mahogany,Taglatawan,Bunawan,8.256413,126.400967,8,14,17.8,Loam,Alive
T0867,Yakal,Taglatawan,Bislig,8.979032,125.631105,2,3.4,6.7,Sandy,Dead
T0868,Gmelina,Sta. Cruz,Bislig,8.536155,126.076044,11,17.5,18.9,Loam,Alive
T0869,Molave,Libertad,Loreto,8.966706,126.045749,6,9.4,12.8,Loam,Alive
T0870,Bagras,Taglatawan,Bislig,8.726877,126.311021,10,18.3,24.5,Clay,Alive
T0871,Bagras,San Isidro,Bislig,8.971845,125.768923,15,28.9,33,Sandy,Dead
T0872,Narra,Patin-ay,Loreto,8.615065,125.263508,4,8.7,7.4,Clay,Alive
T0873,Mahogany,San Isidro,Bunawan,8.227482,125.249277,4,8.9,7.9,Clay,Alive
T0874,Gmelina,Patin-ay,Bislig,8.456731,125.493846,7,12.5,17.4,Loam,Alive
T0875,Acacia,Patin-ay,Bislig,8.983712,125.075263,8,16.3,18.9,Loam,Alive
T0876,Acacia,Patin-ay,Prosperidad,8.047058,125.029172,14,28.7,29.4,Sandy,Alive
T0877,Molave,Patin-ay,Bislig,8.027107,126.175252,1,2.2,0.4,Clay,Dead
T0878,Acacia,San Isidro,Talacogon,8.791993,126.480031,12,22.9,25.9,Clay,Dead
T0879,Gmelina,Taglatawan,Bislig,8.335816,125.922605,15,27.1,31.7,Clay,Dead
T0880,Bagras,Poblacion,Bunawan,8.262721,125.708373,15,25.5,31.1,Loam,Alive
T0881,Mahogany,Salvacion,Rosario,8.998793,125.082449,5,7.4,6.7,Loam,Dead
T0882,Molave,Taglatawan,Prosperidad,8.357755,125.095851,4,6.3,8.3,Sandy,Dead
T0883,Acacia,Sta. Cruz,San Francisco,8.966558,126.417061,3,4.2,4.1,Loam,Dead
T0884,Acacia,Patin-ay,Bunawan,8.625216,126.40646,8,14.5,18.7,Sandy,Alive
T0885,Narra,Salvacion,Loreto,8.257632,125.674916,4,6,10.2,Clay,Dead
T0886,Gmelina,Salvacion,Bislig,8.955843,125.355073,7,10.8,14.7,Loam,Dead
T0887,Mahogany,Taglatawan,Bislig,8.853317,125.7475,8,14.3,17.3,Sandy,Alive
T0888,Bagras,Taglatawan,Bislig,8.295422,125.135839,3,3,9.3,Sandy,Dead
T0889,Narra,Libertad,Loreto,8.170463,125.576774,15,26.9,32.6,Sandy,Alive
T0890,Bagras,Poblacion,Bislig,8.796645,125.506972,4,6.1,7.4,Clay,Dead
T0891,Bagras,Taglatawan,Bislig,8.260849,125.013631,14,25.3,28.1,Clay,Dead
T0892,Acacia,Libertad,San Francisco,8.079605,126.060434,11,20.1,22,Sandy,Dead
T0893,Bagras,Salvacion,Loreto,8.583106,126.077021,7,11.1,14.8,Clay,Alive
T0894,Acacia,San Isidro,Loreto,8.581215,126.077252,8,13.3,15.1,Clay,Dead
T0895,Acacia,Libertad,Rosario,8.966622,125.665159,12,21.1,25.7,Clay,Alive
T0896,Mahogany,Poblacion,Rosario,8.119531,125.345479,7,12.4,14.4,Sandy,Alive
T0897,Molave,Sta. Cruz,Talacogon,8.315633,125.73653,5,9.1,14.2,Sandy,Dead
T0898,Mahogany,Salvacion,Rosario,8.522497,125.961537,1,3,0,Clay,Dead
T0899,Bagras,San Roque,Bislig,8.607324,125.132868,7,12.6,14.9,Loam,Dead
T0900,Molave,San Isidro,Bislig,8.278268,125.593127,15,24.8,32.6,Sandy,Alive
T0901,Mahogany,Poblacion,San Francisco,8.953307,125.108998,12,19.3,26.2,Loam,Alive
T0902,Gmelina,San Isidro,Rosario,8.877692,125.134349,8,13.3,16.2,Sandy,Alive
T0903,Yakal,Libertad,Talacogon,8.704031,125.326179,3,5.1,8.6,Loam,Dead
T0904,Narra,San Isidro,Rosario,8.303283,126.074909,3,5.5,3.1,Sandy,Dead
T0905,Mahogany,Patin-ay,Talacogon,8.858323,126.267296,11,18.2,25.2,Clay,Alive
T0906,Yakal,Poblacion,Rosario,8.635632,126.489415,13,20.8,26.8,Clay,Alive
T0907,Bagras,Sta. Cruz,Prosperidad,8.766245,125.456142,7,13,16,Clay,Dead
T0908,Molave,San Isidro,San Francisco,8.909744,126.277686,13,24.4,26.3,Loam,Alive
T0909,Acacia,Taglatawan,Bunawan,8.915098,125.234543,8,17.1,14,Sandy,Alive
T0910,Bagras,Libertad,Prosperidad,8.260709,125.77742,14,25.5,32.7,Sandy,Dead
T0911,Yakal,San Isidro,San Francisco,8.518748,125.076748,11,17.1,23.3,Loam,Dead
T0912,Acacia,Taglatawan,Loreto,8.124613,125.978714,2,3.2,1.1,Sandy,Dead
T0913,Narra,Libertad,San Francisco,8.927746,126.301553,13,24.8,25.6,Loam,Alive
T0914,Yakal,Poblacion,Rosario,8.899743,125.94261,15,28.6,33.9,Clay,Alive
T0915,Bagras,Sta. Cruz,Talacogon,8.646407,125.687545,15,28.1,31.9,Loam,Alive
T0916,Bagras,Salvacion,Prosperidad,8.866184,125.74878,10,17.3,18.8,Loam,Dead
T0917,Gmelina,San Isidro,Loreto,8.220327,125.154825,6,7.2,17.3,Sandy,Alive
T0918,Molave,Patin-ay,Bislig,8.649556,126.301999,13,24.6,31.2,Loam,Alive
T0919,Bagras,Poblacion,San Francisco,8.621519,125.329793,7,12,14.2,Clay,Alive
T0920,Narra,Libertad,San Francisco,8.942983,125.915564,15,27.7,26.9,Loam,Alive
T0921,Narra,Libertad,Rosario,8.932348,126.28731,10,16.6,20.1,Clay,Dead
T0922,Acacia,Taglatawan,Bunawan,8.024644,126.045033,11,19.1,21.4,Loam,Alive
T0923,Mahogany,Patin-ay,San Francisco,8.021646,125.137666,15,29,35.6,Loam,Alive
T0924,Mahogany,San Isidro,Bunawan,8.650187,126.473724,9,17,22.8,Sandy,Alive
T0925,Gmelina,San Isidro,Bunawan,8.097018,125.096358,13,22.4,28.5,Loam,Alive
T0926,Yakal,Patin-ay,Bunawan,8.469025,126.392833,10,17,18.9,Loam,Dead
T0927,Yakal,San Isidro,San Francisco,8.338231,126.370814,3,2.1,5.9,Sandy,Dead
T0928,Bagras,Salvacion,Prosperidad,8.662232,126.072983,12,21.4,25.5,Sandy,Dead
T0929,Narra,Libertad,Bunawan,8.102529,125.017877,3,2.7,2.1,Clay,Alive
T0930,Acacia,Libertad,Talacogon,8.670765,126.231889,10,16.4,22.4,Sandy,Dead
T0931,Mahogany,Taglatawan,Bunawan,8.35193,125.669224,7,12.3,17.8,Clay,Alive
T0932,Yakal,Poblacion,Rosario,8.546476,125.13703,10,19.2,23.8,Clay,Dead
T0933,Bagras,Sta. Cruz,San Francisco,8.189443,125.601722,7,14.3,16,Clay,Alive
T0934,Acacia,Libertad,Talacogon,8.049005,125.859155,14,25.1,31.8,Loam,Alive
T0935,Narra,Libertad,Bunawan,8.8384,126.073431,13,21.8,29.9,Loam,Alive
T0936,Gmelina,San Isidro,Talacogon,8.12611,125.194786,9,17.1,22.5,Loam,Alive
T0937,Bagras,Patin-ay,San Francisco,8.512835,125.514951,13,23.9,31.2,Sandy,Dead
T0938,Mahogany,Libertad,Bislig,8.781462,126.054916,7,13.5,17.4,Sandy,Alive
T0939,Narra,Patin-ay,Prosperidad,8.950307,125.449908,1,2.1,2,Loam,Alive
T0940,Yakal,Salvacion,San Francisco,8.579793,125.249755,14,24.1,32.2,Sandy,Dead
T0941,Mahogany,Sta. Cruz,Bislig,8.048079,125.725362,8,15,16.4,Sandy,Alive
T0942,Acacia,Salvacion,Bunawan,8.911785,125.219922,1,2.5,1.6,Clay,Dead
T0943,Mahogany,Libertad,Bislig,8.350778,126.249041,10,17.2,18.3,Sandy,Alive
T0944,Acacia,Poblacion,Prosperidad,8.984089,125.438373,7,12.4,17.9,Loam,Alive
T0945,Bagras,Patin-ay,Talacogon,8.878747,125.295001,15,27.7,30.5,Loam,Alive
T0946,Yakal,Libertad,Talacogon,8.545669,126.025963,12,17.6,30,Sandy,Alive
T0947,Molave,San Isidro,Rosario,8.818308,125.503524,7,12.3,13.6,Sandy,Dead
T0948,Narra,San Isidro,Talacogon,8.141384,125.195481,11,20.9,25.2,Sandy,Alive
T0949,Molave,Salvacion,San Francisco,8.086783,125.355274,2,5.6,1.9,Loam,Dead
T0950,Gmelina,San Roque,Rosario,8.677124,126.024007,7,12.2,12.9,Clay,Alive
T0951,Acacia,Sta. Cruz,Bunawan,8.140592,125.637175,1,2.6,0.4,Clay,Dead
T0952,Acacia,Libertad,Bislig,8.979955,126.478401,7,11.2,13.9,Clay,Dead
T0953,Gmelina,Poblacion,Talacogon,8.817107,125.67252,13,20.8,24.7,Loam,Alive
T0954,Bagras,Sta. Cruz,Loreto,8.76213,126.404265,10,19,19.3,Sandy,Alive
T0955,Yakal,Patin-ay,Rosario,8.875685,125.407146,13,25.5,30.3,Loam,Alive
T0956,Bagras,Libertad,Bunawan,8.719388,125.042182,13,22.8,24.9,Sandy,Alive
T0957,Narra,San Roque,Loreto,8.898146,126.403137,3,7.8,3.4,Clay,Alive
T0958,Narra,San Roque,Rosario,8.016913,126.364347,15,29.6,31.3,Loam,Alive
T0959,Molave,San Isidro,San Francisco,8.083963,126.155032,5,8.1,10.4,Sandy,Alive
T0960,Molave,Sta. Cruz,Prosperidad,8.815956,125.567473,14,24.9,29.2,Sandy,Alive
T0961,Acacia,Libertad,San Francisco,8.514562,126.063446,7,12.1,15.1,Sandy,Alive
T0962,Molave,Patin-ay,Loreto,8.120378,125.871153,2,2.4,2.3,Clay,Dead
T0963,Gmelina,Libertad,Bislig,8.063183,125.916712,8,13.7,15.4,Clay,Alive
T0964,Bagras,Patin-ay,Bislig,8.070697,125.54231,7,14,16.1,Loam,Alive
T0965,Acacia,Libertad,Loreto,8.390296,126.336533,12,24.2,23.4,Sandy,Dead
T0966,Acacia,Salvacion,Bunawan,8.417383,125.216468,8,14.5,17.1,Clay,Alive
T0967,Narra,Sta. Cruz,Bunawan,8.449677,125.517897,13,23.5,24.6,Loam,Alive
T0968,Molave,San Roque,Loreto,8.959746,126.277372,9,14.4,22.4,Sandy,Alive
T0969,Yakal,Patin-ay,Bunawan,8.689791,126.418242,10,19.5,16.8,Clay,Alive
T0970,Yakal,Patin-ay,San Francisco,8.750544,126.11963,1,4.3,1.4,Clay,Dead
T0971,Mahogany,Taglatawan,Loreto,8.813142,125.882647,12,20.4,22.4,Sandy,Alive
T0972,Molave,San Isidro,Talacogon,8.578218,125.896449,15,27.6,34.7,Loam,Alive
T0973,Mahogany,San Isidro,San Francisco,8.4879,125.306385,14,25.6,31.9,Clay,Alive
T0974,Bagras,San Roque,Loreto,8.441504,125.196009,2,6.2,3.6,Loam,Dead
T0975,Gmelina,Libertad,Loreto,8.492367,125.288474,7,11.5,13.8,Sandy,Dead
T0976,Molave,Libertad,Prosperidad,8.463199,125.730242,12,22.7,30.7,Loam,Alive
T0977,Molave,Poblacion,Bunawan,8.375821,125.148719,13,21.4,28.3,Loam,Alive
T0978,Bagras,Patin-ay,Loreto,8.050803,125.702451,9,16.5,20.6,Clay,Alive
T0979,Gmelina,Libertad,Bislig,8.517272,125.12632,8,13.8,19.5,Sandy,Dead
T0980,Yakal,Libertad,Talacogon,8.714898,125.644767,9,16.9,17.7,Sandy,Alive
T0981,Molave,San Roque,Bunawan,8.717561,126.165232,11,19.8,22.3,Clay,Alive
T0982,Mahogany,San Roque,Prosperidad,8.406898,125.331049,6,12.1,15.5,Loam,Alive
T0983,Acacia,Patin-ay,Talacogon,8.238998,125.421927,12,20.4,25.9,Clay,Alive
T0984,Molave,Sta. Cruz,Talacogon,8.299458,125.403285,2,5,5.5,Loam,Alive
T0985,Mahogany,Sta. Cruz,San Francisco,8.159666,126.185125,9,17.4,20.3,Loam,Alive
T0986,Gmelina,Libertad,Bislig,8.134025,125.17364,11,19.6,25.4,Loam,Alive
T0987,Narra,San Roque,Talacogon,8.483877,126.346298,15,25.4,35.6,Clay,Alive
T0988,Bagras,San Roque,Prosperidad,8.81371,125.325655,14,25.8,31.5,Clay,Alive
T0989,Acacia,San Isidro,Rosario,8.95226,125.07479,1,2.4,2,Loam,Alive
T0990,Gmelina,Libertad,Bislig,8.399658,126.47429,12,21.7,25.9,Loam,Dead
T0991,Narra,Poblacion,Talacogon,8.665947,126.233986,5,10.3,12.2,Loam,Alive
T0992,Molave,San Isidro,San Francisco,8.125582,126.148315,10,16.2,21.9,Sandy,Dead
T0993,Mahogany,Taglatawan,Loreto,8.172386,126.308592,12,20.5,26.8,Sandy,Dead
T0994,Acacia,Salvacion,San Francisco,8.762534,125.877396,7,13.8,14.2,Sandy,Dead
T0995,Bagras,Salvacion,Talacogon,8.978947,125.752804,8,15.3,18.4,Clay,Alive
T0996,Acacia,San Roque,Talacogon,8.669266,126.222523,4,8.9,8.3,Sandy,Dead
T0997,Gmelina,San Roque,Loreto,8.099238,125.136081,8,14.2,16,Clay,Alive
T0998,Bagras,Sta. Cruz,Rosario,8.01592,125.924274,12,23.4,25.2,Sandy,Alive
T0999,Yakal,San Isidro,Bunawan,8.639202,125.353524,9,17.3,21,Clay,Alive
T1000,Molave,Salvacion,Prosperidad,8.417884,125.066764,7,10.8,14.9,Loam,Alive
